"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"5550","52","30","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All lifeguards know CPR.","TA","Human"
"5551","52","31","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All insects are harmful.","FA","Human"
"5552","52","32","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All athletes are runners.","FA","Human"
"5553","52","33","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All houses have garages.","FA","Human"
"5554","52","34","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All shoes have laces.","FA","Human"
"5555","52","35","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All bands have saxophonists.","FA","Human"
"5557","52","37","3","Furhat_Cylinder_Human",1,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All kids like asparagus.","FA","Human"
"5558","52","38","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All boxes are large.","FA","Human"
"5559","52","39","3","Furhat_Cylinder_Human",1,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All people are retired.","FA","Human"
"5560","52","40","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All fishermen catch sharks.","FA","Human"
"5561","52","41","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some people have noses with two nostrils.","UI","Furhat"
"5562","52","42","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some dogs are mammals with four legs.","UI","Furhat"
"5563","52","43","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some doctors attended college to obtain a degree.","UI","Furhat"
"5564","52","44","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some televisions have screens on them.","UI","Furhat"
"5565","52","45","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some mothers have children.","UI","Furhat"
"5566","52","46","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some tables have legs to support them.","UI","Furhat"
"5567","52","47","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some fire is hot to the touch.","UI","Furhat"
"5568","52","48","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some eyes have pupils.","UI","Furhat"
"5569","52","49","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some apples have cores.","UI","Furhat"
"5570","52","50","3","Furhat_Cylinder_Human",1,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some children are under eighteen.","UI","Furhat"
"5571","52","51","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some people have dogs as pets in the house.","TS","Furhat"
"5572","52","52","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some cookies are chocolate flavored with chocolate chips.","TS","Furhat"
"5573","52","53","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some shoes have high heels.","TS","Furhat"
"5574","52","54","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some women wear lipstick as makeup.","TS","Furhat"
"5575","52","55","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some students are failing the algebra class.","TS","Furhat"
"5576","52","56","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some plants grow flowers.","TS","Furhat"
"5577","52","57","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some planets have rings around them.","TS","Furhat"
"5578","52","58","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some hair is brown.","TS","Furhat"
"5579","52","59","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some food is spicy.","TS","Furhat"
"5580","52","60","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some lawyers drive fast cars.","TS","Furhat"
"5581","52","61","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All blue jays are birds.","TA","Furhat"
"5582","52","62","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All horses have hooves.","TA","Furhat"
"5583","52","63","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All hammers have handles.","TA","Furhat"
"5584","52","64","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All airplanes have wings.","TA","Furhat"
"5585","52","65","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All snow is cold.","TA","Furhat"
"5586","52","66","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All pancakes are flat.","TA","Furhat"
"5587","52","67","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All people have necks.","TA","Furhat"
"5588","52","68","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All telephones make calls.","TA","Furhat"
"5589","52","69","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All dressers have drawers.","TA","Furhat"
"5590","52","70","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All hearts have aortas.","TA","Furhat"
"5591","52","71","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All women are doctors.","FA","Furhat"
"5592","52","72","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All rabbits are white.","FA","Furhat"
"5593","52","73","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All restaurants serve cakes.","FA","Furhat"
"5594","52","74","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All ears are small.","FA","Furhat"
"5595","52","75","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All businessmen own banks.","FA","Furhat"
"5596","52","76","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All politicians are liberal.","FA","Furhat"
"5597","52","77","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All cheese has holes.","FA","Furhat"
"5598","52","78","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All mathematicians are Ukrainian.","FA","Furhat"
"5599","52","79","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All sisters play tennis.","FA","Furhat"
"5600","52","80","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All hunters eat lasagna.","FA","Furhat"
